ROME V2;Intitulé ROME V2;Appellation V2;ROME V3;Intitulé ROME V3;Appellation V3;Article Métier;URL Fiche Métier ONISEP;Wikipedia Match
53111;Cadre technique de méthodes-ordonnancement-planification;Chef du bureau central d'ordonnancement;[http://www2.pole-emploi.fr/rome/pdf/FEM_H1401.pdf H1401];Management et ingénierie gestion industrielle et logistique;Chef du bureau central d'ordonnancement en industrie;Cadre technique de méthodes-ordonnancement-planification;;
53111;Cadre technique de méthodes-ordonnancement-planification;Chef du bureau des méthodes;[http://www2.pole-emploi.fr/rome/pdf/FEM_H1402.pdf H1402];Management et ingénierie méthodes et industrialisation;Chef du bureau des méthodes en industrie;Cadre technique de méthodes-ordonnancement-planification;;
53111;Cadre technique de méthodes-ordonnancement-planification;Chef du bureau méthodes-ordonnancement;[http://www2.pole-emploi.fr/rome/pdf/FEM_H1402.pdf H1402];Management et ingénierie méthodes et industrialisation;Chef du bureau des méthodes en industrie;Cadre technique de méthodes-ordonnancement-planification;;
53111;Cadre technique de méthodes-ordonnancement-planification;Chef du bureau méthodes-ordonnancement-planification (planning);[http://www2.pole-emploi.fr/rome/pdf/FEM_H1402.pdf H1402];Management et ingénierie méthodes et industrialisation;Chef du bureau des méthodes en industrie;Cadre technique de méthodes-ordonnancement-planification;;
53111;Cadre technique de méthodes-ordonnancement-planification;Chef du service de la gestion de la production;[http://www2.pole-emploi.fr/rome/pdf/FEM_H1401.pdf H1401];Management et ingénierie gestion industrielle et logistique;Chef du service de la gestion de la production;Cadre technique de méthodes-ordonnancement-planification;;
53111;Cadre technique de méthodes-ordonnancement-planification;Chef du service flux des matières-ordonnancement-lancement;[http://www2.pole-emploi.fr/rome/pdf/FEM_H1401.pdf H1401];Management et ingénierie gestion industrielle et logistique;Chef du service flux des matières ordonnancement-lancement en industrie;Cadre technique de méthodes-ordonnancement-planification;;
53111;Cadre technique de méthodes-ordonnancement-planification;Chef du service méthodes;[http://www2.pole-emploi.fr/rome/pdf/FEM_H1402.pdf H1402];Management et ingénierie méthodes et industrialisation;Chef du service méthodes en industrie;Cadre technique de méthodes-ordonnancement-planification;;
53111;Cadre technique de méthodes-ordonnancement-planification;Chef du service méthodes de gestion de la production assistée par ordinateur (GPAO);[http://www2.pole-emploi.fr/rome/pdf/FEM_H1402.pdf H1402];Management et ingénierie méthodes et industrialisation;Chef du service méthodes en industrie;Cadre technique de méthodes-ordonnancement-planification;;
53111;Cadre technique de méthodes-ordonnancement-planification;Chef du service méthodes-ordonnancement-planification (planning);[http://www2.pole-emploi.fr/rome/pdf/FEM_H1401.pdf H1401];Management et ingénierie gestion industrielle et logistique;Chef du service ordonnancement-lancement-planification en industrie;Cadre technique de méthodes-ordonnancement-planification;;
53111;Cadre technique de méthodes-ordonnancement-planification;Chef du service ordonnancement;[http://www2.pole-emploi.fr/rome/pdf/FEM_H1401.pdf H1401];Management et ingénierie gestion industrielle et logistique;Chef du service ordonnancement en industrie;Cadre technique de méthodes-ordonnancement-planification;;
53111;Cadre technique de méthodes-ordonnancement-planification;Chef du service ordonnancement-lancement;[http://www2.pole-emploi.fr/rome/pdf/FEM_H1401.pdf H1401];Management et ingénierie gestion industrielle et logistique;Chef du service ordonnancement-lancement en industrie;Cadre technique de méthodes-ordonnancement-planification;;
53111;Cadre technique de méthodes-ordonnancement-planification;Chef du service ordonnancement-lancement-planification (planning);[http://www2.pole-emploi.fr/rome/pdf/FEM_H1401.pdf H1401];Management et ingénierie gestion industrielle et logistique;Chef du service ordonnancement-lancement-planification en industrie;Cadre technique de méthodes-ordonnancement-planification;;
53111;Cadre technique de méthodes-ordonnancement-planification;Chef du service planification (planning);[http://www2.pole-emploi.fr/rome/pdf/FEM_H1401.pdf H1401];Management et ingénierie gestion industrielle et logistique;Chef du service planification en industrie;Cadre technique de méthodes-ordonnancement-planification;;
53111;Cadre technique de méthodes-ordonnancement-planification;Chef du service préparation du travail;[http://www2.pole-emploi.fr/rome/pdf/FEM_H1401.pdf H1401];Management et ingénierie gestion industrielle et logistique;Chef du service préparation du travail en industrie;Cadre technique de méthodes-ordonnancement-planification;;
53111;Cadre technique de méthodes-ordonnancement-planification;Consultant/Consultante (méthodes-planification);[http://www2.pole-emploi.fr/rome/pdf/FEM_H1402.pdf H1402];Management et ingénierie méthodes et industrialisation;Consultant / Consultante en méthodes et planification en industrie;Cadre technique de méthodes-ordonnancement-planification;;
53111;Cadre technique de méthodes-ordonnancement-planification;Coordonnateur/Coordonnatrice (méthodes-ordonnancement);[http://www2.pole-emploi.fr/rome/pdf/FEM_H1402.pdf H1402];Management et ingénierie méthodes et industrialisation;Coordonnateur / Coordonnatrice méthodes-ordonnancement en industrie;Cadre technique de méthodes-ordonnancement-planification;;
53111;Cadre technique de méthodes-ordonnancement-planification;Coordonnateur/Coordonnatrice de projet (ingénierie);[http://www2.pole-emploi.fr/rome/pdf/FEM_H1402.pdf H1402];Management et ingénierie méthodes et industrialisation;Coordonnateur / Coordonnatrice de projet méthodes en industrie;Cadre technique de méthodes-ordonnancement-planification;;
53111;Cadre technique de méthodes-ordonnancement-planification;Deviseur;[http://www2.pole-emploi.fr/rome/pdf/FEM_H1402.pdf H1402];Management et ingénierie méthodes et industrialisation;Deviseur / Deviseuse en méthodes-industrialisation;Cadre technique de méthodes-ordonnancement-planification;;
53111;Cadre technique de méthodes-ordonnancement-planification;Directeur/Directrice des méthodes;[http://www2.pole-emploi.fr/rome/pdf/FEM_H1402.pdf H1402];Management et ingénierie méthodes et industrialisation;Directeur / Directrice des méthodes en industrie;Cadre technique de méthodes-ordonnancement-planification;;
53111;Cadre technique de méthodes-ordonnancement-planification;Ingénieur d'essais (méthodes);[http://www2.pole-emploi.fr/rome/pdf/FEM_H1402.pdf H1402];Management et ingénierie méthodes et industrialisation;Ingénieur / Ingénieure d'essais méthodes en industrie;Cadre technique de méthodes-ordonnancement-planification;;
53111;Cadre technique de méthodes-ordonnancement-planification;Ingénieur d'études de devis;[http://www2.pole-emploi.fr/rome/pdf/FEM_H1402.pdf H1402];Management et ingénierie méthodes et industrialisation;Ingénieur / Ingénieure d'études de devis en méthodes-industrialisation;Cadre technique de méthodes-ordonnancement-planification;;
53111;Cadre technique de méthodes-ordonnancement-planification;Ingénieur de gestion de la production;[http://www2.pole-emploi.fr/rome/pdf/FEM_H1401.pdf H1401];Management et ingénierie gestion industrielle et logistique;Ingénieur / Ingénieure de gestion de la production;Cadre technique de méthodes-ordonnancement-planification;;
53111;Cadre technique de méthodes-ordonnancement-planification;Ingénieur gestion (méthodes);[http://www2.pole-emploi.fr/rome/pdf/FEM_H1402.pdf H1402];Management et ingénierie méthodes et industrialisation;Ingénieur / Ingénieure gestion méthodes en industrie;Cadre technique de méthodes-ordonnancement-planification;;
53111;Cadre technique de méthodes-ordonnancement-planification;Ingénieur méthodes;[http://www2.pole-emploi.fr/rome/pdf/FEM_H1402.pdf H1402];Management et ingénierie méthodes et industrialisation;Ingénieur / Ingénieure méthodes en industrie;Cadre technique de méthodes-ordonnancement-planification;;
53111;Cadre technique de méthodes-ordonnancement-planification;Ingénieur méthodes et industrialisation;[http://www2.pole-emploi.fr/rome/pdf/FEM_H1402.pdf H1402];Management et ingénierie méthodes et industrialisation;Ingénieur / Ingénieure méthodes-industrialisation;Cadre technique de méthodes-ordonnancement-planification;;
53111;Cadre technique de méthodes-ordonnancement-planification;Ingénieur méthodes et organisation;[http://www2.pole-emploi.fr/rome/pdf/FEM_H1402.pdf H1402];Management et ingénierie méthodes et industrialisation;Ingénieur / Ingénieure méthodes et organisation en industrie;Cadre technique de méthodes-ordonnancement-planification;;
53111;Cadre technique de méthodes-ordonnancement-planification;Ingénieur méthodes-ordonnancement;[http://www2.pole-emploi.fr/rome/pdf/FEM_H1402.pdf H1402];Management et ingénierie méthodes et industrialisation;Ingénieur / Ingénieure méthodes-industrialisation;Cadre technique de méthodes-ordonnancement-planification;;
53111;Cadre technique de méthodes-ordonnancement-planification;Ingénieur méthodes-ordonnancement-planification (planning);[http://www2.pole-emploi.fr/rome/pdf/FEM_H1402.pdf H1402];Management et ingénierie méthodes et industrialisation;Ingénieur / Ingénieure méthodes-industrialisation;Cadre technique de méthodes-ordonnancement-planification;;
53111;Cadre technique de méthodes-ordonnancement-planification;Ingénieur ordonnancement;[http://www2.pole-emploi.fr/rome/pdf/FEM_H1401.pdf H1401];Management et ingénierie gestion industrielle et logistique;Ingénieur / Ingénieure ordonnancement en industrie;Cadre technique de méthodes-ordonnancement-planification;;
53111;Cadre technique de méthodes-ordonnancement-planification;Ingénieur planification (planning);[http://www2.pole-emploi.fr/rome/pdf/FEM_H1401.pdf H1401];Management et ingénierie gestion industrielle et logistique;Ingénieur / Ingénieure planification en industrie;Cadre technique de méthodes-ordonnancement-planification;;
53111;Cadre technique de méthodes-ordonnancement-planification;Ingénieur procédés (méthodes);[http://www2.pole-emploi.fr/rome/pdf/FEM_H1402.pdf H1402];Management et ingénierie méthodes et industrialisation;Ingénieur / Ingénieure procédés méthodes en industrie;Cadre technique de méthodes-ordonnancement-planification;;
53111;Cadre technique de méthodes-ordonnancement-planification;Responsable essais et mise au point (méthodes);[http://www2.pole-emploi.fr/rome/pdf/FEM_H1402.pdf H1402];Management et ingénierie méthodes et industrialisation;Responsable essais et mise au point méthodes en industrie;Cadre technique de méthodes-ordonnancement-planification;;
53111;Cadre technique de méthodes-ordonnancement-planification;Responsable flux des matières-ordonnancement-lancement;[http://www2.pole-emploi.fr/rome/pdf/FEM_H1401.pdf H1401];Management et ingénierie gestion industrielle et logistique;Responsable flux des matières-ordonnancement-lancement en industrie;Cadre technique de méthodes-ordonnancement-planification;;
53111;Cadre technique de méthodes-ordonnancement-planification;Responsable gestion de la production;[http://www2.pole-emploi.fr/rome/pdf/FEM_H1401.pdf H1401];Management et ingénierie gestion industrielle et logistique;Responsable gestion de la production;Cadre technique de méthodes-ordonnancement-planification;;
53111;Cadre technique de méthodes-ordonnancement-planification;Responsable méthodes;[http://www2.pole-emploi.fr/rome/pdf/FEM_H1402.pdf H1402];Management et ingénierie méthodes et industrialisation;Responsable méthodes;Cadre technique de méthodes-ordonnancement-planification;;
53111;Cadre technique de méthodes-ordonnancement-planification;Responsable méthodes gestion de la production assistée par ordinateur (GPAO);[http://www2.pole-emploi.fr/rome/pdf/FEM_H1402.pdf H1402];Management et ingénierie méthodes et industrialisation;Responsable méthodes;Cadre technique de méthodes-ordonnancement-planification;;
53111;Cadre technique de méthodes-ordonnancement-planification;Responsable méthodes-ordonnancement;[http://www2.pole-emploi.fr/rome/pdf/FEM_H1402.pdf H1402];Management et ingénierie méthodes et industrialisation;Responsable méthodes;Cadre technique de méthodes-ordonnancement-planification;;
53111;Cadre technique de méthodes-ordonnancement-planification;Responsable ordonnancement;[http://www2.pole-emploi.fr/rome/pdf/FEM_H1401.pdf H1401];Management et ingénierie gestion industrielle et logistique;Responsable ordonnancement en industrie;Cadre technique de méthodes-ordonnancement-planification;;
53111;Cadre technique de méthodes-ordonnancement-planification;Responsable ordonnancement-lancement;[http://www2.pole-emploi.fr/rome/pdf/FEM_H1401.pdf H1401];Management et ingénierie gestion industrielle et logistique;Responsable ordonnancement-lancement en industrie;Cadre technique de méthodes-ordonnancement-planification;;
53111;Cadre technique de méthodes-ordonnancement-planification;Responsable ordonnancement-lancement-planification (planning);[http://www2.pole-emploi.fr/rome/pdf/FEM_H1401.pdf H1401];Management et ingénierie gestion industrielle et logistique;Responsable ordonnancement-lancement-planification en industrie;Cadre technique de méthodes-ordonnancement-planification;;
53111;Cadre technique de méthodes-ordonnancement-planification;Responsable planification (planning);[http://www2.pole-emploi.fr/rome/pdf/FEM_H1401.pdf H1401];Management et ingénierie gestion industrielle et logistique;Responsable planification en industrie;Cadre technique de méthodes-ordonnancement-planification;;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Astrométrologue;[http://www2.pole-emploi.fr/rome/pdf/FEM_K2402.pdf K2402];Recherche en sciences de l'univers, de la matière et du vivant;Astrométrologue;Cadre technique d'études scientifiques et de recherche fondamentale;;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Astronome;[http://www2.pole-emploi.fr/rome/pdf/FEM_K2402.pdf K2402];Recherche en sciences de l'univers, de la matière et du vivant;Astronome;Cadre technique d'études scientifiques et de recherche fondamentale;;Astronome
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Astrophysicien/Astrophysicienne;[http://www2.pole-emploi.fr/rome/pdf/FEM_K2402.pdf K2402];Recherche en sciences de l'univers, de la matière et du vivant;Astrophysicien / Astrophysicienne;Cadre technique d'études scientifiques et de recherche fondamentale;;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Atomicien/Atomicienne;[http://www2.pole-emploi.fr/rome/pdf/FEM_K2402.pdf K2402];Recherche en sciences de l'univers, de la matière et du vivant;Physicien / Physicienne de la recherche scientifique;Cadre technique d'études scientifiques et de recherche fondamentale;;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Biochimiste (recherche fondamentale);[http://www2.pole-emploi.fr/rome/pdf/FEM_K2402.pdf K2402];Recherche en sciences de l'univers, de la matière et du vivant;Biochimiste de la recherche scientifique;Cadre technique d'études scientifiques et de recherche fondamentale;;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Biologiste (recherche fondamentale);[http://www2.pole-emploi.fr/rome/pdf/FEM_K2402.pdf K2402];Recherche en sciences de l'univers, de la matière et du vivant;Biologiste de la recherche scientifique;Cadre technique d'études scientifiques et de recherche fondamentale;;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Biostatisticien/Biostatisticienne;[http://www2.pole-emploi.fr/rome/pdf/FEM_K2402.pdf K2402];Recherche en sciences de l'univers, de la matière et du vivant;Biostatisticien / Biostatisticienne;Cadre technique d'études scientifiques et de recherche fondamentale;;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Botaniste;[http://www2.pole-emploi.fr/rome/pdf/FEM_K2402.pdf K2402];Recherche en sciences de l'univers, de la matière et du vivant;Botaniste de la recherche scientifique;Cadre technique d'études scientifiques et de recherche fondamentale;http://www.onisep.fr/Ressources/Univers-Metier/Metiers/botaniste Botaniste;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Chercheur/Chercheuse (recherche fondamentale);[http://www2.pole-emploi.fr/rome/pdf/FEM_K2402.pdf K2402];Recherche en sciences de l'univers, de la matière et du vivant;Chargé / Chargée de recherche;Cadre technique d'études scientifiques et de recherche fondamentale;;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Chimiste (recherche fondamentale);[http://www2.pole-emploi.fr/rome/pdf/FEM_K2402.pdf K2402];Recherche en sciences de l'univers, de la matière et du vivant;Chimiste de la recherche scientifique;Cadre technique d'études scientifiques et de recherche fondamentale;;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Cosmétologue;[http://www2.pole-emploi.fr/rome/pdf/FEM_K2402.pdf K2402];Recherche en sciences de l'univers, de la matière et du vivant;Cosmétologue;Cadre technique d'études scientifiques et de recherche fondamentale;;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Cosmologue;[http://www2.pole-emploi.fr/rome/pdf/FEM_K2402.pdf K2402];Recherche en sciences de l'univers, de la matière et du vivant;Cosmologue;Cadre technique d'études scientifiques et de recherche fondamentale;;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Electricien/Electricienne (recherche fondamentale);[http://www2.pole-emploi.fr/rome/pdf/FEM_K2402.pdf K2402];Recherche en sciences de l'univers, de la matière et du vivant;Electricien / Electricienne de la recherche scientifique;Cadre technique d'études scientifiques et de recherche fondamentale;;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Electronicien/Electronicienne (recherche fondamentale);[http://www2.pole-emploi.fr/rome/pdf/FEM_K2402.pdf K2402];Recherche en sciences de l'univers, de la matière et du vivant;Electronicien / Electronicienne de la recherche scientifique;Cadre technique d'études scientifiques et de recherche fondamentale;;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Ergonome;[http://www2.pole-emploi.fr/rome/pdf/FEM_K2402.pdf K2402];Recherche en sciences de l'univers, de la matière et du vivant;Ergonome de la recherche scientifique;Cadre technique d'études scientifiques et de recherche fondamentale;http://www.onisep.fr/Ressources/Univers-Metier/Metiers/ergonome Ergonome;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Ergonomiste (recherche fondamentale);[http://www2.pole-emploi.fr/rome/pdf/FEM_K2402.pdf K2402];Recherche en sciences de l'univers, de la matière et du vivant;Ergonome de la recherche scientifique;Cadre technique d'études scientifiques et de recherche fondamentale;;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Généticien/Généticienne;[http://www2.pole-emploi.fr/rome/pdf/FEM_K2402.pdf K2402];Recherche en sciences de l'univers, de la matière et du vivant;Généticien / Généticienne;Cadre technique d'études scientifiques et de recherche fondamentale;;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Géologue;[http://www2.pole-emploi.fr/rome/pdf/FEM_F1105.pdf F1105];Études géologiques;Géologue;Cadre technique d'études scientifiques et de recherche fondamentale;http://www.onisep.fr/Ressources/Univers-Metier/Metiers/geologue Géologue;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Géologue (recherche prospective);[http://www2.pole-emploi.fr/rome/pdf/FEM_F1105.pdf F1105];Études géologiques;Géologue en recherche prospective;Cadre technique d'études scientifiques et de recherche fondamentale;;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Géologue (recherche théorique);[http://www2.pole-emploi.fr/rome/pdf/FEM_F1105.pdf F1105];Études géologiques;Géologue;Cadre technique d'études scientifiques et de recherche fondamentale;;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Géomorphologiste (recherche fondamentale);[http://www2.pole-emploi.fr/rome/pdf/FEM_K2402.pdf K2402];Recherche en sciences de l'univers, de la matière et du vivant;Géomorphologiste de la recherche scientifique;Cadre technique d'études scientifiques et de recherche fondamentale;;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Géophysicien/Géophysicienne;[http://www2.pole-emploi.fr/rome/pdf/FEM_F1105.pdf F1105];Études géologiques;Géophysicien / Géophysicienne;Cadre technique d'études scientifiques et de recherche fondamentale;;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Géophysicien/Géophysicienne (études théoriques);[http://www2.pole-emploi.fr/rome/pdf/FEM_F1105.pdf F1105];Études géologiques;Géophysicien / Géophysicienne en interprétation;Cadre technique d'études scientifiques et de recherche fondamentale;;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Hydrobiologiste;[http://www2.pole-emploi.fr/rome/pdf/FEM_K2402.pdf K2402];Recherche en sciences de l'univers, de la matière et du vivant;Hydrobiologiste;Cadre technique d'études scientifiques et de recherche fondamentale;;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Hydrogéologue;[http://www2.pole-emploi.fr/rome/pdf/FEM_F1105.pdf F1105];Études géologiques;Hydrogéologue;Cadre technique d'études scientifiques et de recherche fondamentale;;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Hydrologue;[http://www2.pole-emploi.fr/rome/pdf/FEM_F1105.pdf F1105];Études géologiques;Hydrologue;Cadre technique d'études scientifiques et de recherche fondamentale;;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Informaticien/Informaticienne (recherche fondamentale);[http://www2.pole-emploi.fr/rome/pdf/FEM_K2402.pdf K2402];Recherche en sciences de l'univers, de la matière et du vivant;Informaticien / Informaticienne de la recherche scientifique;Cadre technique d'études scientifiques et de recherche fondamentale;;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Ingénieur d'études (recherche fondamentale);[http://www2.pole-emploi.fr/rome/pdf/FEM_K2402.pdf K2402];Recherche en sciences de l'univers, de la matière et du vivant;Ingénieur / Ingénieure d'études en recherche fondamentale;Cadre technique d'études scientifiques et de recherche fondamentale;;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Ingénieur de la météorologie;[http://www2.pole-emploi.fr/rome/pdf/FEM_M1809.pdf M1809];Information météorologique;Ingénieur / Ingénieure des travaux de la météorologie;Cadre technique d'études scientifiques et de recherche fondamentale;;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Ingénieur de recherche (recherche fondamentale);[http://www2.pole-emploi.fr/rome/pdf/FEM_K2402.pdf K2402];Recherche en sciences de l'univers, de la matière et du vivant;Ingénieur / Ingénieure de recherche scientifique;Cadre technique d'études scientifiques et de recherche fondamentale;;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Ingénieur de recherche fondamentale;[http://www2.pole-emploi.fr/rome/pdf/FEM_K2402.pdf K2402];Recherche en sciences de l'univers, de la matière et du vivant;Ingénieur / Ingénieure d'études en recherche fondamentale;Cadre technique d'études scientifiques et de recherche fondamentale;;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Ingénieur des travaux de la météorologie;[http://www2.pole-emploi.fr/rome/pdf/FEM_M1809.pdf M1809];Information météorologique;Ingénieur / Ingénieure des travaux de la météorologie;Cadre technique d'études scientifiques et de recherche fondamentale;;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Ingénieur numérique;[http://www2.pole-emploi.fr/rome/pdf/FEM_K2402.pdf K2402];Recherche en sciences de l'univers, de la matière et du vivant;Ingénieur / Ingénieure numérique de la recherche scientifique;Cadre technique d'études scientifiques et de recherche fondamentale;;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Mathématicien/Mathématicienne;[http://www2.pole-emploi.fr/rome/pdf/FEM_K2402.pdf K2402];Recherche en sciences de l'univers, de la matière et du vivant;Mathématicien / Mathématicienne;Cadre technique d'études scientifiques et de recherche fondamentale;;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Mécanicien/Mécanicienne (recherche fondamentale);[http://www2.pole-emploi.fr/rome/pdf/FEM_K2402.pdf K2402];Recherche en sciences de l'univers, de la matière et du vivant;Mécanicien / Mécanicienne de la recherche scientifique;Cadre technique d'études scientifiques et de recherche fondamentale;;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Mécanicien/Mécanicienne fluides (recherche fondamentale);[http://www2.pole-emploi.fr/rome/pdf/FEM_K2402.pdf K2402];Recherche en sciences de l'univers, de la matière et du vivant;Mécanicien / Mécanicienne des fluides de la recherche scientifique;Cadre technique d'études scientifiques et de recherche fondamentale;;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Mécanicien/Mécanicienne structures (recherche fondamentale);[http://www2.pole-emploi.fr/rome/pdf/FEM_K2402.pdf K2402];Recherche en sciences de l'univers, de la matière et du vivant;Mécanicien / Mécanicienne structures de la recherche scientifique;Cadre technique d'études scientifiques et de recherche fondamentale;;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Médecin (recherche fondamentale);[http://www2.pole-emploi.fr/rome/pdf/FEM_K2402.pdf K2402];Recherche en sciences de l'univers, de la matière et du vivant;Médecin de la recherche scientifique;Cadre technique d'études scientifiques et de recherche fondamentale;;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Métallurgiste (recherche fondamentale);[http://www2.pole-emploi.fr/rome/pdf/FEM_K2402.pdf K2402];Recherche en sciences de l'univers, de la matière et du vivant;Métallurgiste de la recherche scientifique;Cadre technique d'études scientifiques et de recherche fondamentale;;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Météorologue;[http://www2.pole-emploi.fr/rome/pdf/FEM_M1809.pdf M1809];Information météorologique;Météorologue;Cadre technique d'études scientifiques et de recherche fondamentale;;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Microbiologiste (recherche fondamentale);[http://www2.pole-emploi.fr/rome/pdf/FEM_K2402.pdf K2402];Recherche en sciences de l'univers, de la matière et du vivant;Microbiologiste de la recherche scientifique;Cadre technique d'études scientifiques et de recherche fondamentale;;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Minéralogiste (recherche fondamentale);[http://www2.pole-emploi.fr/rome/pdf/FEM_K2402.pdf K2402];Recherche en sciences de l'univers, de la matière et du vivant;Minéralogiste de la recherche scientifique;Cadre technique d'études scientifiques et de recherche fondamentale;;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Naturaliste (recherche fondamentale);[http://www2.pole-emploi.fr/rome/pdf/FEM_K2402.pdf K2402];Recherche en sciences de l'univers, de la matière et du vivant;Naturaliste de la recherche scientifique;Cadre technique d'études scientifiques et de recherche fondamentale;;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Nomenclaturiste;[http://www2.pole-emploi.fr/rome/pdf/FEM_K2402.pdf K2402];Recherche en sciences de l'univers, de la matière et du vivant;Chargé / Chargée de recherche;Cadre technique d'études scientifiques et de recherche fondamentale;;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Océanographe;[http://www2.pole-emploi.fr/rome/pdf/FEM_M1809.pdf M1809];Information météorologique;Océanographe;Cadre technique d'études scientifiques et de recherche fondamentale;;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Océanologue;[http://www2.pole-emploi.fr/rome/pdf/FEM_K2402.pdf K2402];Recherche en sciences de l'univers, de la matière et du vivant;Océanologue;Cadre technique d'études scientifiques et de recherche fondamentale;;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Opticien/Opticienne (recherche fondamentale);[http://www2.pole-emploi.fr/rome/pdf/FEM_K2402.pdf K2402];Recherche en sciences de l'univers, de la matière et du vivant;Opticien / Opticienne de la recherche scientifique;Cadre technique d'études scientifiques et de recherche fondamentale;;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Paléontologue;[http://www2.pole-emploi.fr/rome/pdf/FEM_K2401.pdf K2401];Recherche en sciences de l'homme et de la société;Paléontologue;Cadre technique d'études scientifiques et de recherche fondamentale;;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Pédologue (recherche fondamentale);[http://www2.pole-emploi.fr/rome/pdf/FEM_F1105.pdf F1105];Études géologiques;Pédologue;Cadre technique d'études scientifiques et de recherche fondamentale;;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Pharmacien/Pharmacienne de recherche fondamentale;[http://www2.pole-emploi.fr/rome/pdf/FEM_K2402.pdf K2402];Recherche en sciences de l'univers, de la matière et du vivant;Pharmacien / Pharmacienne de recherche scientifique;Cadre technique d'études scientifiques et de recherche fondamentale;;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Pharmacocinéticien/Pharmacocinéticienne;[http://www2.pole-emploi.fr/rome/pdf/FEM_K2402.pdf K2402];Recherche en sciences de l'univers, de la matière et du vivant;Pharmacocinéticien / Pharmacocinéticienne;Cadre technique d'études scientifiques et de recherche fondamentale;;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Photochimiste (recherche fondamentale);[http://www2.pole-emploi.fr/rome/pdf/FEM_K2402.pdf K2402];Recherche en sciences de l'univers, de la matière et du vivant;Photochimiste de la recherche scientifique;Cadre technique d'études scientifiques et de recherche fondamentale;;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Physicien/Physicienne (recherche fondamentale);[http://www2.pole-emploi.fr/rome/pdf/FEM_K2402.pdf K2402];Recherche en sciences de l'univers, de la matière et du vivant;Physicien / Physicienne de la recherche scientifique;Cadre technique d'études scientifiques et de recherche fondamentale;;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Physiologiste (recherche fondamentale);[http://www2.pole-emploi.fr/rome/pdf/FEM_K2402.pdf K2402];Recherche en sciences de l'univers, de la matière et du vivant;Physiologiste de la recherche scientifique;Cadre technique d'études scientifiques et de recherche fondamentale;;
53121;Cadre technique d'études scientifiques et de recherche fondamentale;Planétologue (recherche fondamentale);[http://www2.pole-emploi.fr/rome/pdf/FEM_K2402.pdf K2402];Recherche en sciences de l'univers, de la matière et du vivant;Planétologue;Cadre technique d'études scientifiques et de recherche fondamentale;;
